,PlayerLine,line_index
1342,Is longer than the tale thou dost excuse.,1343
1343,"Is thy news good, or bad? answer to that,",1344
1344,"Say either, and I'll stay the circumstance:",1345
1345,"Let me be satisfied, is't good or bad?",1346
1346,"Well, you have made a simple choice, you know not",1347
1347,"how to choose a man: Romeo! no, not he, though his",1348
1348,"face be better than any man's, yet his leg excels",1349
1349,"all men's, and for a hand, and a foot, and a body,",1350
1350,"though they be not to be talked on, yet they are",1351
1351,"past compare: he is not the flower of courtesy,",1352
1352,"but, I'll warrant him, as gentle as a lamb. Go thy",1353
1353,"ways, wench, serve God. What, have you dined at home?",1354
1354,"No, no: but all this did I know before.",1355
1355,What says he of our marriage? what of that?,1356
1356,"Lord, how my head aches! what a head have I!",1357
1357,It beats as it would fall in twenty pieces.,1358
1358,"My back o' t' other side,--O, my back, my back!",1359
1359,"Beshrew your heart for sending me about,",1360
1360,To catch my death with jaunting up and down!,1361
1361,"I' faith, I am sorry that thou art not well.",1362
1362,"Sweet, sweet, sweet nurse, tell me, what says my love?",1363
1363,"Your love says, like an honest gentleman, and a",1364
1364,"courteous, and a kind, and a handsome, and, I",1365
1365,"warrant, a virtuous,--Where is your mother?",1366
1366,"Where is my mother! why, she is within,",1367
1367,Where should she be? How oddly thou repliest!,1368
1368,"'Your love says, like an honest gentleman,",1369
1369,Where is your mother?',1370
1370,O God's lady dear!,1371
1371,"Are you so hot? marry, come up, I trow,",1372
1372,Is this the poultice for my aching bones?,1373
1373,Henceforward do your messages yourself.,1374
1374,"Here's such a coil! come, what says Romeo?",1375
1375,Have you got leave to go to shrift to-day?,1376
1376,I have.,1377
1377,"Then hie you hence to Friar Laurence' cell,",1378
1378,There stays a husband to make you a wife:,1379
1379,"Now comes the wanton blood up in your cheeks,",1380
1380,They'll be in scarlet straight at any news.,1381
1381,"Hie you to church, I must another way,",1382
1382,"To fetch a ladder, by the which your love",1383
1383,Must climb a bird's nest soon when it is dark:,1384
1384,"I am the drudge and toil in your delight,",1385
1385,But you shall bear the burden soon at night.,1386
1386,"Go, I'll to dinner: hie you to the cell.",1387
1387,"Hie to high fortune! Honest nurse, farewell.",1388
1388,"So smile the heavens upon this holy act,",1389
1389,That after hours with sorrow chide us not!,1390
1390,"Amen, amen! but come what sorrow can,",1391
1391,It cannot countervail the exchange of joy,1392
1392,That one short minute gives me in her sight:,1393
1393,"Do thou but close our hands with holy words,",1394
1394,"Then love-devouring death do what he dare,",1395
1395,It is enough I may but call her mine.,1396
1396,These violent delights have violent ends,1397
1397,"And in their triumph die, like fire and powder,",1398
1398,Which as they kiss consume: the sweetest honey,1399
1399,Is loathsome in his own deliciousness,1400
1400,And in the taste confounds the appetite:,1401
1401,"Therefore love moderately, long love doth so,",1402
1402,Too swift arrives as tardy as too slow.,1403
1403,"Here comes the lady: O, so light a foot",1404
1404,Will ne'er wear out the everlasting flint:,1405
1405,A lover may bestride the gossamer,1406
1406,"That idles in the wanton summer air,",1407
1407,"And yet not fall, so light is vanity.",1408
1408,Good even to my ghostly confessor.,1409
1409,"Romeo shall thank thee, daughter, for us both.",1410
1410,"As much to him, else is his thanks too much.",1411
1411,"Ah, Juliet, if the measure of thy joy",1412
1412,Be heap'd like mine and that thy skill be more,1413
1413,"To blazon it, then sweeten with thy breath",1414
1414,"This neighbour air, and let rich music's tongue",1415
1415,Unfold the imagined happiness that both,1416
1416,Receive in either by this dear encounter.,1417
1417,"Conceit, more rich in matter than in words,",1418
1418,"Brags of his substance, not of ornament:",1419
1419,"They are but beggars that can count their worth,",1420
1420,But my true love is grown to such excess,1421
1421,I cannot sum up sum of half my wealth.,1422
1422,"Come, come with me, and we will make short work,",1423
1423,"For, by your leaves, you shall not stay alone",1424
1424,Till holy church incorporate two in one.,1425
1425,"I pray thee, good Mercutio, let's retire:",1426
1426,"The day is hot, the Capulets abroad,",1427
1427,"And, if we meet, we shall not scape a brawl,",1428
1428,"For now, these hot days, is the mad blood stirring.",1429
1429,Thou art like one of those fellows that when he,1430
1430,enters the confines of a tavern claps me his sword,1431
1431,upon the table and says 'God send me no need of,1432
1432,thee!' and by the operation of the second cup draws,1433
1433,"it on the drawer, when indeed there is no need.",1434
1434,Am I like such a fellow?,1435
1435,"Come, come, thou art as hot a Jack in thy mood as",1436
1436,"any in Italy, and as soon moved to be moody, and as",1437
1437,soon moody to be moved.,1438
1438,And what to?,1439
1439,"Nay, an there were two such, we should have none",1440
1440,"shortly, for one would kill the other. Thou! why,",1441
1441,"thou wilt quarrel with a man that hath a hair more,",1442
1442,"or a hair less, in his beard, than thou hast: thou",1443
1443,"wilt quarrel with a man for cracking nuts, having no",1444
1444,other reason but because thou hast hazel eyes: what,1445
1445,eye but such an eye would spy out such a quarrel?,1446
1446,Thy head is as fun of quarrels as an egg is full of,1447
1447,"meat, and yet thy head hath been beaten as addle as",1448
1448,an egg for quarrelling: thou hast quarrelled with a,1449
1449,"man for coughing in the street, because he hath",1450
1450,wakened thy dog that hath lain asleep in the sun:,1451
1451,didst thou not fall out with a tailor for wearing,1452
1452,"his new doublet before Easter? with another, for",1453
1453,tying his new shoes with old riband? and yet thou,1454
1454,wilt tutor me from quarrelling!,1455
1455,"An I were so apt to quarrel as thou art, any man",1456
1456,should buy the fee-simple of my life for an hour and a quarter.,1457
1457,The fee-simple! O simple!,1458
1458,"By my head, here come the Capulets.",1459
1459,"By my heel, I care not.",1460
1460,"Follow me close, for I will speak to them.",1461
1461,"Gentlemen, good den: a word with one of you.",1462
1462,And but one word with one of us? couple it with,1463
1463,"something, make it a word and a blow.",1464
1464,"You shall find me apt enough to that, sir, an you",1465
1465,will give me occasion.,1466
1466,Could you not take some occasion without giving?,1467
1467,"Mercutio, thou consort'st with Romeo,--",1468
1468,"Consort! what, dost thou make us minstrels? an",1469
1469,"thou make minstrels of us, look to hear nothing but",1470
1470,"discords: here's my fiddlestick, here's that shall",1471
1471,"make you dance. 'Zounds, consort!",1472
1472,We talk here in the public haunt of men:,1473
1473,"Either withdraw unto some private place,",1474
1474,"And reason coldly of your grievances,",1475
1475,"Or else depart, here all eyes gaze on us.",1476
1476,"Men's eyes were made to look, and let them gaze,",1477
1477,"I will not budge for no man's pleasure, I.",1478
1478,"Well, peace be with you, sir: here comes my man.",1479
1479,"But I'll be hanged, sir, if he wear your livery:",1480
1480,"Marry, go before to field, he'll be your follower,",1481
1481,Your worship in that sense may call him 'man.',1482
1482,"Romeo, the hate I bear thee can afford",1483
1483,"No better term than this,--thou art a villain.",1484
1484,"Tybalt, the reason that I have to love thee",1485
1485,Doth much excuse the appertaining rage,1486
1486,"To such a greeting: villain am I none,",1487
1487,"Therefore farewell, I see thou know'st me not.",1488
1488,"Boy, this shall not excuse the injuries",1489
1489,"That thou hast done me, therefore turn and draw.",1490
1490,"I do protest, I never injured thee,",1491
1491,"But love thee better than thou canst devise,",1492
1492,Till thou shalt know the reason of my love:,1493
1493,"And so, good Capulet,--which name I tender",1494
1494,"As dearly as my own,--be satisfied.",1495
1495,"O calm, dishonourable, vile submission!",1496
1496,Alla stoccata carries it away.,1497
1497,"Tybalt, you rat-catcher, will you walk?",1498
1498,What wouldst thou have with me?,1499
1499,"Good king of cats, nothing but one of your nine",1500
1500,"lives, that I mean to make bold withal, and as you",1501
1501,"shall use me hereafter, drybeat the rest of the",1502
1502,eight. Will you pluck your sword out of his pitcher,1503
1503,"by the ears? make haste, lest mine be about your",1504
1504,ears ere it be out.,1505
1505,I am for you.,1506
1506,"Gentle Mercutio, put thy rapier up.",1507
1507,"Come, sir, your passado.",1508
1508,"Draw, Benvolio, beat down their weapons.",1509
1509,"Gentlemen, for shame, forbear this outrage!",1510
1510,"Tybalt, Mercutio, the prince expressly hath",1511
1511,Forbidden bandying in Verona streets:,1512
1512,"Hold, Tybalt! good Mercutio!",1513
1513,I am hurt.,1514
1514,A plague o' both your houses! I am sped.,1515
1515,"Is he gone, and hath nothing?",1516
1516,"What, art thou hurt?",1517
1517,"Ay, ay, a scratch, a scratch, marry, 'tis enough.",1518
1518,"Where is my page? Go, villain, fetch a surgeon.",1519
1519,"Courage, man, the hurt cannot be much.",1520
1520,"No, 'tis not so deep as a well, nor so wide as a",1521
1521,"church-door, but 'tis enough,'twill serve: ask for",1522
1522,"me to-morrow, and you shall find me a grave man. I",1523
1523,"am peppered, I warrant, for this world. A plague o'",1524
1524,"both your houses! 'Zounds, a dog, a rat, a mouse, a",1525
1525,"cat, to scratch a man to death! a braggart, a",1526
1526,"rogue, a villain, that fights by the book of",1527
1527,arithmetic! Why the devil came you between us? I,1528
1528,was hurt under your arm.,1529
1529,I thought all for the best.,1530
1530,"Help me into some house, Benvolio,",1531
1531,Or I shall faint. A plague o' both your houses!,1532
1532,"They have made worms' meat of me: I have it,",1533
1533,And soundly too: your houses!,1534
1534,"This gentleman, the prince's near ally,",1535
1535,"My very friend, hath got his mortal hurt",1536
1536,"In my behalf, my reputation stain'd",1537
1537,"With Tybalt's slander,--Tybalt, that an hour",1538
1538,"Hath been my kinsman! O sweet Juliet,",1539
1539,Thy beauty hath made me effeminate,1540
1540,And in my temper soften'd valour's steel!,1541
1541,"O Romeo, Romeo, brave Mercutio's dead!",1542
1542,"That gallant spirit hath aspired the clouds,",1543
1543,Which too untimely here did scorn the earth.,1544
1544,"This day's black fate on more days doth depend,",1545
1545,"This but begins the woe, others must end.",1546
1546,Here comes the furious Tybalt back again.,1547
1547,"Alive, in triumph! and Mercutio slain!",1548
1548,"Away to heaven, respective lenity,",1549
1549,And fire-eyed fury be my conduct now!,1550
1550,"Now, Tybalt, take the villain back again,",1551
1551,"That late thou gavest me, for Mercutio's soul",1552
1552,"Is but a little way above our heads,",1553
1553,Staying for thine to keep him company:,1554
1554,"Either thou, or I, or both, must go with him.",1555
1555,"Thou, wretched boy, that didst consort him here,",1556
1556,Shalt with him hence.,1557
1557,This shall determine that.,1558
1558,"They fight, TYBALT falls",1559
1559,"Romeo, away, be gone!",1560
1560,"The citizens are up, and Tybalt slain.",1561
1561,"Stand not amazed: the prince will doom thee death,",1562
1562,"If thou art taken: hence, be gone, away!",1563
1563,"O, I am fortune's fool!",1564
1564,Why dost thou stay?,1565
1565,Which way ran he that kill'd Mercutio?,1566
1566,"Tybalt, that murderer, which way ran he?",1567
1567,There lies that Tybalt.,1568
1568,"Up, sir, go with me,",1569
1569,"I charge thee in the princes name, obey.",1570
1570,"Enter Prince, attended, MONTAGUE, CAPULET, their Wives, and others",1571
1571,Where are the vile beginners of this fray?,1572
1572,"O noble prince, I can discover all",1573
1573,The unlucky manage of this fatal brawl:,1574
1574,"There lies the man, slain by young Romeo,",1575
1575,"That slew thy kinsman, brave Mercutio.",1576
1576,"Tybalt, my cousin! O my brother's child!",1577
1577,"O prince! O cousin! husband! O, the blood is spilt",1578
1578,"O my dear kinsman! Prince, as thou art true,",1579
1579,"For blood of ours, shed blood of Montague.",1580
1580,"O cousin, cousin!",1581
1581,"Benvolio, who began this bloody fray?",1582
1582,"Tybalt, here slain, whom Romeo's hand did slay,",1583
1583,"Romeo that spoke him fair, bade him bethink",1584
1584,"How nice the quarrel was, and urged withal",1585
1585,Your high displeasure: all this uttered,1586
1586,"With gentle breath, calm look, knees humbly bow'd,",1587
1587,Could not take truce with the unruly spleen,1588
1588,"Of Tybalt deaf to peace, but that he tilts",1589
1589,"With piercing steel at bold Mercutio's breast,",1590
1590,"Who all as hot, turns deadly point to point,",1591
1591,"And, with a martial scorn, with one hand beats",1592
1592,"Cold death aside, and with the other sends",1593
1593,"It back to Tybalt, whose dexterity,",1594
1594,"Retorts it: Romeo he cries aloud,",1595
1595,"'Hold, friends! friends, part!' and, swifter than",1596
1596,"his tongue,",1597
1597,"His agile arm beats down their fatal points,",1598
1598,"And 'twixt them rushes, underneath whose arm",1599
1599,An envious thrust from Tybalt hit the life,1600
1600,"Of stout Mercutio, and then Tybalt fled,",1601
1601,"But by and by comes back to Romeo,",1602
1602,"Who had but newly entertain'd revenge,",1603
1603,"And to 't they go like lightning, for, ere I",1604
1604,"Could draw to part them, was stout Tybalt slain.",1605
1605,"And, as he fell, did Romeo turn and fly.",1606
1606,"This is the truth, or let Benvolio die.",1607
1607,"He is a kinsman to the Montague,",1608
1608,"Affection makes him false, he speaks not true:",1609
1609,"Some twenty of them fought in this black strife,",1610
1610,And all those twenty could but kill one life.,1611
1611,"I beg for justice, which thou, prince, must give,",1612
1612,"Romeo slew Tybalt, Romeo must not live.",1613
1613,"Romeo slew him, he slew Mercutio,",1614
1614,Who now the price of his dear blood doth owe?,1615
1615,"Not Romeo, prince, he was Mercutio's friend,",1616
1616,"His fault concludes but what the law should end,",1617
1617,The life of Tybalt.,1618
1618,And for that offence,1619
1619,Immediately we do exile him hence:,1620
1620,"I have an interest in your hate's proceeding,",1621
1621,"My blood for your rude brawls doth lie a-bleeding,",1622
1622,But I'll amerce you with so strong a fine,1623
1623,That you shall all repent the loss of mine:,1624
1624,"I will be deaf to pleading and excuses,",1625
1625,Nor tears nor prayers shall purchase out abuses:,1626
1626,"Therefore use none: let Romeo hence in haste,",1627
1627,"Else, when he's found, that hour is his last.",1628
1628,Bear hence this body and attend our will:,1629
1629,"Mercy but murders, pardoning those that kill.",1630
1630,"Gallop apace, you fiery-footed steeds,",1631
1631,Towards Phoebus' lodging: such a wagoner,1632
1632,"As Phaethon would whip you to the west,",1633
1633,And bring in cloudy night immediately.,1634
1634,"Spread thy close curtain, love-performing night,",1635
1635,That runaway's eyes may wink and Romeo,1636
1636,"Leap to these arms, untalk'd of and unseen.",1637
1637,Lovers can see to do their amorous rites,1638
1638,"By their own beauties, or, if love be blind,",1639
1639,"It best agrees with night. Come, civil night,",1640
1640,"Thou sober-suited matron, all in black,",1641
1641,"And learn me how to lose a winning match,",1642
1642,Play'd for a pair of stainless maidenhoods:,1643
1643,"Hood my unmann'd blood, bating in my cheeks,",1644
1644,"With thy black mantle, till strange love, grown bold,",1645
1645,Think true love acted simple modesty.,1646
1646,"Come, night, come, Romeo, come, thou day in night,",1647
1647,For thou wilt lie upon the wings of night,1648
1648,Whiter than new snow on a raven's back.,1649
1649,"Come, gentle night, come, loving, black-brow'd night,",1650
1650,"Give me my Romeo, and, when he shall die,",1651
1651,"Take him and cut him out in little stars,",1652
1652,And he will make the face of heaven so fine,1653
1653,That all the world will be in love with night,1654
1654,And pay no worship to the garish sun.,1655
1655,"O, I have bought the mansion of a love,",1656
1656,"But not possess'd it, and, though I am sold,",1657
1657,Not yet enjoy'd: so tedious is this day,1658
1658,As is the night before some festival,1659
1659,To an impatient child that hath new robes,1660
1660,"And may not wear them. O, here comes my nurse,",1661
1661,"And she brings news, and every tongue that speaks",1662
1662,But Romeo's name speaks heavenly eloquence.,1663
1663,"Now, nurse, what news? What hast thou there? the cords",1664
1664,That Romeo bid thee fetch?,1665
1665,"Ay, ay, the cords.",1666
1666,Ay me! what news? why dost thou wring thy hands?,1667
1667,"Ah, well-a-day! he's dead, he's dead, he's dead!",1668
1668,"We are undone, lady, we are undone!",1669
1669,"Alack the day! he's gone, he's kill'd, he's dead!",1670
1670,Can heaven be so envious?,1671
1671,"Romeo can,",1672
1672,"Though heaven cannot: O Romeo, Romeo!",1673
1673,Who ever would have thought it? Romeo!,1674
1674,"What devil art thou, that dost torment me thus?",1675
1675,This torture should be roar'd in dismal hell.,1676
1676,"Hath Romeo slain himself? say thou but 'I,'",1677
1677,And that bare vowel 'I' shall poison more,1678
1678,Than the death-darting eye of cockatrice:,1679
1679,"I am not I, if there be such an I,",1680
1680,"Or those eyes shut, that make thee answer 'I.'",1681
1681,"If he be slain, say 'I', or if not, no:",1682
1682,Brief sounds determine of my weal or woe.,1683
1683,"I saw the wound, I saw it with mine eyes,--",1684
1684,God save the mark!--here on his manly breast:,1685
1685,"A piteous corse, a bloody piteous corse,",1686
1686,"Pale, pale as ashes, all bedaub'd in blood,",1687
1687,"All in gore-blood, I swounded at the sight.",1688
1688,"O, break, my heart! poor bankrupt, break at once!",1689
1689,"To prison, eyes, ne'er look on liberty!",1690
1690,"Vile earth, to earth resign, end motion here,",1691
1691,And thou and Romeo press one heavy bier!,1692
1692,"O Tybalt, Tybalt, the best friend I had!",1693
1693,O courteous Tybalt! honest gentleman!,1694
1694,That ever I should live to see thee dead!,1695
1695,What storm is this that blows so contrary?,1696
1696,"Is Romeo slaughter'd, and is Tybalt dead?",1697
1697,"My dear-loved cousin, and my dearer lord?",1698
1698,"Then, dreadful trumpet, sound the general doom!",1699
1699,"For who is living, if those two are gone?",1700
1700,"Tybalt is gone, and Romeo banished,",1701
1701,"Romeo that kill'd him, he is banished.",1702
1702,O God! did Romeo's hand shed Tybalt's blood?,1703
1703,"It did, it did, alas the day, it did!",1704
1704,"O serpent heart, hid with a flowering face!",1705
1705,Did ever dragon keep so fair a cave?,1706
1706,Beautiful tyrant! fiend angelical!,1707
1707,Dove-feather'd raven! wolvish-ravening lamb!,1708
1708,Despised substance of divinest show!,1709
1709,"Just opposite to what thou justly seem'st,",1710
1710,"A damned saint, an honourable villain!",1711
1711,"O nature, what hadst thou to do in hell,",1712
1712,When thou didst bower the spirit of a fiend,1713
1713,In moral paradise of such sweet flesh?,1714
1714,Was ever book containing such vile matter,1715
1715,So fairly bound? O that deceit should dwell,1716
1716,In such a gorgeous palace!,1717
1717,"There's no trust,",1718
1718,"No faith, no honesty in men, all perjured,",1719
1719,"All forsworn, all naught, all dissemblers.",1720
1720,"Ah, where's my man? give me some aqua vitae:",1721
1721,"These griefs, these woes, these sorrows make me old.",1722
1722,Shame come to Romeo!,1723
1723,Blister'd be thy tongue,1724
1724,For such a wish! he was not born to shame:,1725
1725,"Upon his brow shame is ashamed to sit,",1726
1726,For 'tis a throne where honour may be crown'd,1727
1727,Sole monarch of the universal earth.,1728
1728,"O, what a beast was I to chide at him!",1729
1729,Will you speak well of him that kill'd your cousin?,1730
1730,Shall I speak ill of him that is my husband?,1731
1731,"Ah, poor my lord, what tongue shall smooth thy name,",1732
1732,"When I, thy three-hours wife, have mangled it?",1733
1733,"But, wherefore, villain, didst thou kill my cousin?",1734
1734,That villain cousin would have kill'd my husband:,1735
1735,"Back, foolish tears, back to your native spring,",1736
1736,"Your tributary drops belong to woe,",1737
1737,"Which you, mistaking, offer up to joy.",1738
1738,"My husband lives, that Tybalt would have slain,",1739
1739,"And Tybalt's dead, that would have slain my husband:",1740
1740,"All this is comfort, wherefore weep I then?",1741
1741,"Some word there was, worser than Tybalt's death,",1742
1742,"That murder'd me: I would forget it fain,",1743
1743,"But, O, it presses to my memory,",1744
1744,Like damned guilty deeds to sinners' minds:,1745
1745,"'Tybalt is dead, and Romeo--banished,'",1746
1746,"That 'banished,' that one word 'banished,'",1747
1747,Hath slain ten thousand Tybalts. Tybalt's death,1748
1748,"Was woe enough, if it had ended there:",1749
1749,"Or, if sour woe delights in fellowship",1750
1750,"And needly will be rank'd with other griefs,",1751
1751,"Why follow'd not, when she said 'Tybalt's dead,'",1752
1752,"Thy father, or thy mother, nay, or both,",1753
1753,Which modern lamentations might have moved?,1754
1754,"But with a rear-ward following Tybalt's death,",1755
1755,"'Romeo is banished,' to speak that word,",1756
1756,"Is father, mother, Tybalt, Romeo, Juliet,",1757
1757,"All slain, all dead. 'Romeo is banished!'",1758
1758,"There is no end, no limit, measure, bound,",1759
1759,"In that word's death, no words can that woe sound.",1760
1760,"Where is my father, and my mother, nurse?",1761
1761,Weeping and wailing over Tybalt's corse:,1762
1762,Will you go to them? I will bring you thither.,1763
1763,"Wash they his wounds with tears: mine shall be spent,",1764
1764,"When theirs are dry, for Romeo's banishment.",1765
1765,"Take up those cords: poor ropes, you are beguiled,",1766
1766,"Both you and I, for Romeo is exiled:",1767
1767,"He made you for a highway to my bed,",1768
1768,"But I, a maid, die maiden-widowed.",1769
1769,"Come, cords, come, nurse, I'll to my wedding-bed,",1770
1770,"And death, not Romeo, take my maidenhead!",1771
1771,Hie to your chamber: I'll find Romeo,1772
1772,To comfort you: I wot well where he is.,1773
1773,"Hark ye, your Romeo will be here at night:",1774
1774,"I'll to him, he is hid at Laurence' cell.",1775
1775,"O, find him! give this ring to my true knight,",1776
1776,And bid him come to take his last farewell.,1777
1777,"Romeo, come forth, come forth, thou fearful man:",1778
1778,"Affliction is enamour'd of thy parts,",1779
1779,And thou art wedded to calamity.,1780
1780,"Father, what news? what is the prince's doom?",1781
1781,"What sorrow craves acquaintance at my hand,",1782
1782,That I yet know not?,1783
1783,Too familiar,1784
1784,Is my dear son with such sour company:,1785
1785,I bring thee tidings of the prince's doom.,1786
1786,What less than dooms-day is the prince's doom?,1787
1787,"A gentler judgment vanish'd from his lips,",1788
1788,"Not body's death, but body's banishment.",1789
1789,"Ha, banishment! be merciful, say 'death,'",1790
1790,"For exile hath more terror in his look,",1791
1791,Much more than death: do not say 'banishment.',1792
1792,Hence from Verona art thou banished:,1793
1793,"Be patient, for the world is broad and wide.",1794
1794,"There is no world without Verona walls,",1795
1795,"But purgatory, torture, hell itself.",1796
1796,"Hence-banished is banish'd from the world,",1797
1797,"And world's exile is death: then banished,",1798
1798,"Is death mis-term'd: calling death banishment,",1799
1799,"Thou cutt'st my head off with a golden axe,",1800
1800,And smilest upon the stroke that murders me.,1801
1801,O deadly sin! O rude unthankfulness!,1802
1802,"Thy fault our law calls death, but the kind prince,",1803
1803,"Taking thy part, hath rush'd aside the law,",1804
1804,And turn'd that black word death to banishment:,1805
1805,"This is dear mercy, and thou seest it not.",1806
1806,"'Tis torture, and not mercy: heaven is here,",1807
1807,"Where Juliet lives, and every cat and dog",1808
1808,"And little mouse, every unworthy thing,",1809
1809,"Live here in heaven and may look on her,",1810
1810,"But Romeo may not: more validity,",1811
1811,"More honourable state, more courtship lives",1812
1812,In carrion-flies than Romeo: they my seize,1813
1813,On the white wonder of dear Juliet's hand,1814
1814,"And steal immortal blessing from her lips,",1815
1815,"Who even in pure and vestal modesty,",1816
1816,"Still blush, as thinking their own kisses sin,",1817
1817,"But Romeo may not, he is banished:",1818
1818,"Flies may do this, but I from this must fly:",1819
1819,"They are free men, but I am banished.",1820
1820,And say'st thou yet that exile is not death?,1821
1821,"Hadst thou no poison mix'd, no sharp-ground knife,",1822
1822,"No sudden mean of death, though ne'er so mean,",1823
1823,But 'banished' to kill me?--'banished'?,1824
1824,"O friar, the damned use that word in hell,",1825
1825,"Howlings attend it: how hast thou the heart,",1826
1826,"Being a divine, a ghostly confessor,",1827
1827,"A sin-absolver, and my friend profess'd,",1828
1828,To mangle me with that word 'banished'?,1829
1829,"Thou fond mad man, hear me but speak a word.",1830
1830,"O, thou wilt speak again of banishment.",1831
1831,I'll give thee armour to keep off that word:,1832
1832,"Adversity's sweet milk, philosophy,",1833
1833,"To comfort thee, though thou art banished.",1834
1834,Yet 'banished'? Hang up philosophy!,1835
1835,"Unless philosophy can make a Juliet,",1836
1836,"Displant a town, reverse a prince's doom,",1837
1837,"It helps not, it prevails not: talk no more.",1838
1838,"O, then I see that madmen have no ears.",1839
1839,"How should they, when that wise men have no eyes?",1840
1840,Let me dispute with thee of thy estate.,1841
1841,Thou canst not speak of that thou dost not feel:,1842
1842,"Wert thou as young as I, Juliet thy love,",1843
1843,"An hour but married, Tybalt murdered,",1844
1844,"Doting like me and like me banished,",1845
1845,"Then mightst thou speak, then mightst thou tear thy hair,",1846
1846,"And fall upon the ground, as I do now,",1847
1847,Taking the measure of an unmade grave.,1848
1848,"Arise, one knocks, good Romeo, hide thyself.",1849
1849,"Not I, unless the breath of heartsick groans,",1850
1850,"Mist-like, infold me from the search of eyes.",1851
1851,"Hark, how they knock! Who's there? Romeo, arise,",1852
1852,"Thou wilt be taken. Stay awhile! Stand up,",1853
1853,"Run to my study. By and by! God's will,",1854
1854,"What simpleness is this! I come, I come!",1855
1855,Who knocks so hard? whence come you? what's your will?,1856
1856,"[Within]  Let me come in, and you shall know",1857
1857,"my errand,",1858
1858,I come from Lady Juliet.,1859
1859,"Welcome, then.",1860
1860,"O holy friar, O, tell me, holy friar,",1861
1861,"Where is my lady's lord, where's Romeo?",1862
1862,"There on the ground, with his own tears made drunk.",1863
1863,"O, he is even in my mistress' case,",1864
1864,Just in her case! O woful sympathy!,1865
1865,"Piteous predicament! Even so lies she,",1866
1866,"Blubbering and weeping, weeping and blubbering.",1867
1867,"Stand up, stand up, stand, and you be a man:",1868
1868,"For Juliet's sake, for her sake, rise and stand,",1869
1869,Why should you fall into so deep an O?,1870
1870,Nurse!,1871
1871,"Ah sir! ah sir! Well, death's the end of all.",1872
1872,Spakest thou of Juliet? how is it with her?,1873
1873,"Doth she not think me an old murderer,",1874
1874,Now I have stain'd the childhood of our joy,1875
1875,With blood removed but little from her own?,1876
1876,Where is she? and how doth she? and what says,1877
1877,My conceal'd lady to our cancell'd love?,1878
1878,"O, she says nothing, sir, but weeps and weeps,",1879
1879,"And now falls on her bed, and then starts up,",1880
1880,"And Tybalt calls, and then on Romeo cries,",1881
1881,And then down falls again.,1882
1882,"As if that name,",1883
1883,"Shot from the deadly level of a gun,",1884
1884,"Did murder her, as that name's cursed hand",1885
1885,"Murder'd her kinsman. O, tell me, friar, tell me,",1886
1886,In what vile part of this anatomy,1887
1887,"Doth my name lodge? tell me, that I may sack",1888
1888,The hateful mansion.,1889
1889,Hold thy desperate hand:,1890
1890,Art thou a man? thy form cries out thou art:,1891
1891,"Thy tears are womanish, thy wild acts denote",1892
1892,The unreasonable fury of a beast:,1893
1893,Unseemly woman in a seeming man!,1894
1894,Or ill-beseeming beast in seeming both!,1895
1895,"Thou hast amazed me: by my holy order,",1896
1896,I thought thy disposition better temper'd.,1897
1897,Hast thou slain Tybalt? wilt thou slay thyself?,1898
1898,"And stay thy lady too that lives in thee,",1899
1899,By doing damned hate upon thyself?,1900
1900,"Why rail'st thou on thy birth, the heaven, and earth?",1901
1901,"Since birth, and heaven, and earth, all three do meet",1902
1902,"In thee at once, which thou at once wouldst lose.",1903
1903,"Fie, fie, thou shamest thy shape, thy love, thy wit,",1904
1904,"Which, like a usurer, abound'st in all,",1905
1905,And usest none in that true use indeed,1906
1906,"Which should bedeck thy shape, thy love, thy wit:",1907
1907,"Thy noble shape is but a form of wax,",1908
1908,"Digressing from the valour of a man,",1909
1909,"Thy dear love sworn but hollow perjury,",1910
1910,"Killing that love which thou hast vow'd to cherish,",1911
1911,"Thy wit, that ornament to shape and love,",1912
1912,"Misshapen in the conduct of them both,",1913
1913,"Like powder in a skitless soldier's flask,",1914
1914,"Is set afire by thine own ignorance,",1915
1915,And thou dismember'd with thine own defence.,1916
1916,"What, rouse thee, man! thy Juliet is alive,",1917
1917,"For whose dear sake thou wast but lately dead,",1918
1918,"There art thou happy: Tybalt would kill thee,",1919
1919,"But thou slew'st Tybalt, there are thou happy too:",1920
1920,The law that threaten'd death becomes thy friend,1921
1921,"And turns it to exile, there art thou happy:",1922
1922,"A pack of blessings lights up upon thy back,",1923
1923,"Happiness courts thee in her best array,",1924
1924,"But, like a misbehaved and sullen wench,",1925
1925,Thou pout'st upon thy fortune and thy love:,1926
1926,"Take heed, take heed, for such die miserable.",1927
1927,"Go, get thee to thy love, as was decreed,",1928
1928,"Ascend her chamber, hence and comfort her:",1929
1929,"But look thou stay not till the watch be set,",1930
1930,"For then thou canst not pass to Mantua,",1931
1931,"Where thou shalt live, till we can find a time",1932
1932,"To blaze your marriage, reconcile your friends,",1933
1933,"Beg pardon of the prince, and call thee back",1934
1934,With twenty hundred thousand times more joy,1935
1935,Than thou went'st forth in lamentation.,1936
1936,"Go before, nurse: commend me to thy lady,",1937
1937,"And bid her hasten all the house to bed,",1938
1938,Which heavy sorrow makes them apt unto:,1939
1939,Romeo is coming.,1940
1940,"O Lord, I could have stay'd here all the night",1941
1941,"To hear good counsel: O, what learning is!",1942
